,E,M,N,spike,nsp1,nsp10,nsp11,nsp12,nsp13,nsp14,nsp15,nsp2,nsp4,nsp5,nsp5_C145A,nsp6,nsp7,nsp8,nsp9,orf10,orf3a,orf3b,orf6,orf7a,orf8,orf9b,orf9c,SARS,IBV,MERS,CoV-229E,CoV-NL63,MHV
LJP 1082,0.150580347,0.101344511,0.001373311,0.318218261,0.276040882,0.123784132,0.381418675,0.229972109,-0.07600107,0.266761959,0.597418725,0.076288156,0.081083968,-0.052139666,0.183326527,-0.282874644,0.535466611,0.375918031,0.573884785,0.440081447,0.210051462,0.423699856,0.509453416,-0.331432164,0.100057848,0.495455503,0.040515423,-0.458843052,0.121090218,0.111208409,0.367569298,0.19877471,-0.259206295
"3-bromo-5-phenyl-N-(pyrimidin-5-ylmethyl)pyrazolo[1,5-a]pyridin-7-amine",-0.466441482,-0.305407941,-0.509758174,-0.633934736,-0.358882368,-0.43308121,-0.309593141,-0.415477157,0.369571328,-0.551222026,-0.646592855,-0.400696188,-0.363512784,-0.500094354,-0.752036929,-0.168304622,-0.6338678,-0.923367321,-0.287820667,-0.769950867,-0.597194791,-0.633236349,-0.351333916,-0.168583915,-0.503765047,-0.499390066,-0.498342365,-0.458937049,-0.447988957,-0.124625042,-0.427298337,-0.696203411,-0.191765666
(1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol,0.526456177,-0.317273647,0.499202281,0.73320955,0.897303283,0.004490718,0.733650744,0.46357134,0.769778192,0.348176748,1.250507116,0.344684869,-0.059120875,0.155978441,0.428767353,0.056293778,0.72172761,0.884814978,1.117435694,1.136523843,-0.049850427,0.483714879,0.858572602,-0.30463329,0.56210804,1.782863736,-0.097680785,-0.459085137,0.373824865,0.393465906,1.136543036,0.590424418,-0.564710498
"(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",-0.240759775,-0.333306223,-0.20203957,-0.024531212,-0.004100784,-0.284244359,0.101785034,0.22093451,0.463381827,-0.234249294,-0.006289508,-0.101899743,-0.056958847,-0.287166476,0.134383664,-0.458756983,0.013296783,0.175595224,0.20807144,-0.129661083,0.062498678,0.053556334,0.158412233,-0.350568056,-0.131831452,0.316936255,-0.118374102,-0.459234059,-0.143696696,0.115031607,-0.082039595,0.059370387,-0.203223392
"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone",-0.296992123,-0.477397025,-0.08702033,0.250662595,-0.56254673,-0.337619126,0.381286502,0.316661209,1.259700537,-0.223277539,-0.064533576,-0.293429166,-0.124623939,-0.48361522,0.269999295,-0.898857772,-0.069421992,0.92348814,0.300141692,0.258211195,0.14419812,0.104113989,0.096991755,-0.043496653,-0.391535163,0.533182979,-0.393381685,-0.459718257,0.505166769,0.412972301,0.145630255,0.074127659,0.085431956
PAS219,-0.005657079,-0.341332138,-0.292013437,-0.132028714,0.195543602,-0.344582886,0.10346587,0.262715489,0.494505465,-0.133428648,0.388110131,-0.179264352,-0.32444039,-0.319744408,-0.082827881,-0.40532589,0.112815991,0.266949296,0.435959786,0.04065346,-0.112834923,0.020153083,0.102241032,-0.373024613,-0.180305198,0.825529754,-0.357305706,-0.459926605,-0.188027397,-0.132217675,-0.062878661,-0.014751464,-0.392838567
(S)-2-Tetrahydrofuroic acid,-1.07066524,-0.810937881,-1.085609674,-0.845177412,-1.834330201,-0.499276519,-0.820934057,-1.442781329,-0.860156834,-1.137286663,-1.530951858,-1.529180408,-0.721758902,-1.087802172,-0.765855014,-1.435938239,-0.778448761,-0.527461827,-1.311849475,-1.102926254,-1.023825049,-1.207874537,-1.294808626,-0.578093588,-1.571008682,-1.307367802,-1.219074726,-0.460199505,-0.413812071,-0.713604033,-1.034968138,-0.868812501,-0.055083618
Teverelix,-0.348372072,-0.446487963,-0.702988267,-0.345104963,-0.059192117,-0.453492403,-0.102563918,-0.244372219,0.385507792,-0.54924047,-0.455355287,-0.377465427,-0.051264834,-0.310060203,-0.218747199,-0.152523533,-0.23792316,-0.766301692,0.207550317,-0.592833698,-0.224648237,-0.207092375,-0.030160902,-0.047051489,-0.373093307,-0.587538242,-0.247384414,-0.460323155,-0.473678529,0.148111552,-0.155845314,0.115671553,-0.117935009
"1-(1-methylethyl)-3-quinolin-6-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",-0.220403895,-0.005689011,-0.058514394,-0.37871322,0.173010394,-0.116514817,0.090958923,0.031393878,0.635625899,-0.059130479,0.434770972,-0.354664832,-0.330022424,-0.265588343,-0.476069212,-0.474805772,0.110966153,-0.012626478,0.464900851,-0.324433774,-0.083752625,0.139946342,0.341675878,-0.220416933,0.156945154,0.788531959,-0.247060806,-0.460561842,-0.222302273,-0.483290315,-0.326388806,-0.200827658,-0.358316213
"(2R)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",-0.330831021,-0.588295639,-0.428167224,-0.351287037,0.087449953,-0.323877484,-0.046643045,0.167294949,0.536864579,-0.259334862,-0.139717847,-0.141935751,-0.423513025,-0.376249373,-0.451524436,-0.05084113,-0.48885709,-0.443335235,0.055672538,-0.325015396,-0.338822305,-0.32958281,-0.088642612,-0.323091894,-0.39440468,0.222478539,-0.44814232,-0.461249352,-0.519371212,-0.159786671,-0.300271153,-0.447636873,-0.431708157
Ceftazidime BATSI,-1.058222532,-1.18657124,-1.323683023,-1.243333459,-1.256051183,-1.223733664,-1.750522375,-1.137129664,-1.774477601,-0.640604436,-1.771131039,-0.316499859,-1.456006527,-1.17759943,-1.775114536,-0.161448389,-2.247094631,-1.728833437,-2.583572626,-1.202201009,-1.535387158,-1.988025069,-2.265627861,-1.651211023,-1.460509419,-2.365141153,-1.145926237,-0.461794138,-1.41618979,0.264764667,-1.47605145,-2.254020929,-1.224049211
PH-797804,0.184417859,0.072220996,0.323579013,0.245423988,0.502190948,0.030460715,0.313167393,0.68769145,0.875361025,0.381879032,0.959098876,0.212208197,-0.174850032,0.137277201,0.060681514,-0.246878862,0.496127129,0.69237715,0.839564621,0.418511182,0.35376814,0.781231821,0.753071845,-0.329248846,0.511307061,1.068312645,0.121486448,-0.462441564,0.054709721,-0.011543802,0.211304337,0.262433529,-0.508599401
2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE,-0.099110186,-0.325545728,-0.108073518,-0.200469121,0.139597207,-0.430915087,0.038009986,0.42412582,1.061253071,-0.492184043,-0.085794277,-0.023732353,-0.005304446,-0.418736398,0.116743222,-0.286442727,0.050077192,-0.127806544,0.38481918,-0.176313713,-0.008524672,-0.147268981,0.145490557,-0.311288625,-0.30275023,0.296481341,-0.212497607,-0.462723106,-0.036526747,0.238767967,0.101738185,0.020883912,-0.108512245
"3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE",0.167487219,-0.342521518,0.355891675,0.145831183,0.539246559,-0.193219751,0.32580322,0.790945768,0.861865938,-0.102521569,0.749159038,0.091733992,-0.140465826,-0.154690832,0.28601411,-0.311368704,0.482325405,0.776901364,0.658515513,0.32296592,0.102530368,0.295533359,0.457645744,-0.582137585,0.167342409,1.405169845,-0.156185895,-0.462789237,0.286844105,0.081696346,0.376864076,0.320805818,-0.542348623
[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester,-1.128533006,-0.783926547,-0.498292327,-1.34801507,-1.092590809,-0.949955344,-1.042117119,-1.257572174,-0.485038102,-1.263058901,-0.835518003,-1.361559033,-0.718999505,-1.291120648,-1.035908103,-1.470138669,-0.343138188,-0.658443213,-0.578298092,-1.041679621,-0.71693486,-0.773865819,-0.865273178,-0.969962239,-0.832015693,-0.503951073,-0.879813552,-0.46322912,0.123791814,-0.711951315,-0.947829008,-0.571302891,-0.432263225
"N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",0.217259407,0.313348353,-0.132781461,0.344559699,0.19289124,0.106310204,0.563412905,0.114113763,0.542005837,0.060009625,0.362920105,0.019850619,0.28682524,0.001026874,0.274109602,-0.117070854,0.316320628,0.002309429,0.706094027,0.306931198,0.191530138,0.212994188,0.575087965,0.268714488,-0.077355511,0.342593133,0.025645634,-0.463408172,-0.014319739,0.078855835,0.460219979,0.135860294,0.160216987
"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",-0.400097162,-0.301018834,-0.503381014,-0.201941893,-0.274271011,-0.198293179,0.098144285,-0.056630045,0.025403254,-0.09617462,-0.419697672,-0.145503446,-0.18947722,-0.364314377,-0.321108997,-0.206494346,-0.642603099,-0.504018486,-0.108439989,-0.363933712,-0.080502108,-0.246714294,-0.198636591,-0.184191644,-0.551613748,-0.394766569,-0.24745442,-0.463900983,-0.306983829,-0.001632947,-0.315247953,-0.47153458,-0.073971272
"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",-0.388260245,-0.589308262,-0.469010204,-0.201124936,0.107032821,-0.554127455,0.049189974,-0.02944497,1.070675969,-0.291226745,-0.105398357,-0.21731858,-0.520824969,-0.319771945,-0.410361886,-0.064168252,-0.637738347,-0.398575932,0.103840895,-0.341602981,-0.61759901,-0.403385848,-0.053038392,-0.188588679,-0.080579728,0.573452055,-0.456289619,-0.464365304,-0.585325539,-0.041732591,-0.186290175,-0.366513282,-0.357419312
"ALPHA-(2,6-DICHLOROPHENYL)-ALPHA-(2-ACETYL-5-METHYLANILINO)ACETAMIDE",-0.071303733,0.333601087,0.302362412,-0.637269616,-0.315502912,0.16560325,-0.438592672,0.499973178,0.814653099,0.387944996,-0.192492485,0.400149733,-0.130693033,0.092841066,-0.727309227,0.021535736,-0.623925984,-0.449927419,0.048773468,-0.250398129,0.648240387,0.555657148,0.222506747,0.340359151,0.031656418,-0.540792525,0.063974641,-0.464688867,-0.178537235,-0.249057099,-0.946870387,-0.968801916,-0.078945264
2-[2-(2-Cyclohexyl-2-guanidino-acetylamino)-acetylamino]-N-(3-mercapto-propyl)-propionamide,-0.152068391,-0.154070541,0.03117248,0.657535851,0.184383616,0.003935429,0.778648794,0.396641374,1.351172328,0.216194481,0.715817392,-0.131660134,-0.14272064,0.240680337,0.29611358,-0.298957437,0.141829267,0.924574852,0.714603007,0.208063766,0.052834567,0.563265204,0.809855998,0.098746456,0.508885145,1.19609642,0.018626532,-0.464704663,-0.059407465,-0.01851014,0.396180719,0.453531563,-0.238886818
Glycinamide Ribonucleotide,0.413756877,0.074393593,0.275579751,0.315770924,-0.036115702,0.228779897,0.312082112,0.794271648,1.414288402,0.09908215,0.107770935,0.306395382,-0.002626399,0.2803213,0.351770073,-0.101512894,0.124103852,0.533916712,0.78778702,0.426321119,0.540649414,0.507166922,0.528913498,0.534358144,-0.007516189,0.466189623,0.002360961,-0.464934528,0.189112082,0.234175488,0.321243137,0.088437073,0.196845189
Anisindione,0.654764473,0.508177519,0.107929192,0.761544406,0.749689996,0.325952142,0.741191328,1.052315712,0.268279433,0.659059167,0.726115406,0.846966684,0.569755137,0.514732599,1.074195504,0.288443297,0.715963542,0.44998908,1.179585338,1.087483048,1.180795789,1.074979067,0.905217767,0.316073179,0.325927943,0.306440592,0.777588129,-0.465145528,-0.279402703,0.117747284,0.423028558,0.623970509,0.216213122
Acetylamino-Acetic Acid,-0.573516011,-0.47338739,-1.207837582,-0.502797246,-0.792563736,-0.662835419,-0.754124641,-0.301570356,1.544455886,-0.306032062,-0.637285471,-0.454099774,-0.889821351,-0.360382766,-0.81822443,-0.455722392,-0.566107452,-1.014153838,-0.233411759,-0.628627717,-0.551954269,-0.13627626,-0.365873486,-0.393006831,-0.482030302,-1.103142381,-0.45996958,-0.465388417,-1.363034368,-0.121286206,-0.746419907,-0.585281849,-0.427877009
"3,5-Difluoroaniline",-0.131906062,-0.125672832,-0.192319021,-0.357778758,-0.63269037,-0.697380006,-0.688807547,-0.337501109,-0.166413859,-0.356011689,-0.148582816,-0.246943027,-0.491254896,-0.341252118,-0.19653514,-0.714196026,0.138853356,-0.091497011,-0.248378187,0.062952504,-0.334255427,0.053926237,-0.497920424,-0.63651675,-0.29494372,-0.459153861,-0.250894547,-0.465650886,0.0146281,-0.085807376,-0.34548831,-0.252233028,-0.35912475
Calfactant,0.294516683,-0.12187878,0.539849281,-0.212061852,-0.444583476,-0.470805675,-0.268151522,-0.928752363,-0.002057642,-1.035656095,-0.980862677,-0.277355611,-0.280117333,-0.319907546,0.161763757,-0.153460741,-0.02138865,-0.542315662,-0.668915093,-0.142255232,-0.954078794,-1.208193898,-0.609066367,-0.180253014,-0.352851629,-0.752403021,-0.419794947,-0.465685904,0.515330493,0.302927881,0.547020853,-0.15347746,0.347921312
5-bromo-3-(pyrrolidin-1-ylsulfonyl)-1H-indole-2-carboxamide,-0.451873243,-0.350655466,0.289547622,-0.74712646,-0.400073409,-0.096031725,-0.333596945,0.509563088,0.825017691,-0.166880056,-0.51978749,-0.067565948,-0.277726322,-0.129530117,-0.59492588,-0.256024003,-0.688002348,-0.260410398,-0.159569681,-0.511945128,0.348906398,0.174166739,-0.206201792,0.122068666,-0.248719737,-0.024687538,-0.322000563,-0.466077089,-0.174598634,-0.232661977,-0.992152929,-0.645280361,-0.121581003
"(3Z,5S,6R,7S,8R,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol",-1.702415705,-1.822407126,-1.641952634,-1.704453588,-1.813199401,-1.884553432,-1.980855584,-1.576343894,-1.092938662,-1.648184061,-2.356983185,-1.185576916,-1.926017046,-2.214579105,-1.845035434,-1.2229321,-2.202167749,-1.750913858,-2.98364377,-1.751726627,-2.066044331,-2.779802799,-2.897226572,-2.231594801,-2.200955629,-2.062894106,-1.776237965,-0.466290504,-1.358459234,-0.204193041,-1.746176958,-2.438093424,-1.200270414
OLOMOUCINE II,-0.006456235,-0.322625279,-0.056957088,-0.219640583,0.061787173,-0.14827545,-0.045013178,0.087276466,0.036574643,-0.089144483,0.100432374,-0.068481274,-0.310134679,-0.242504478,-0.303204507,-0.243259713,0.001686713,-0.020503849,0.107945286,-0.083246775,-0.16429694,-0.032398038,-0.045888532,-0.475786269,-0.137799412,0.201041654,-0.226413339,-0.466519237,-0.003980262,0.032393634,-0.038550097,-0.22755307,-0.452726007
"3-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide",-1.25796926,-0.095456235,-1.21521914,-1.829119563,-2.664975643,-0.67457211,-1.876724362,-1.788639903,-0.510747969,-1.307735443,-2.592940569,-1.333136439,-0.666223168,-1.140475035,-1.666264296,-1.356449008,-1.430980563,-1.762897611,-1.823028445,-2.072309494,-0.705400407,-1.14639163,-1.53080821,-0.102577403,-1.749961257,-3.571914673,-0.837200046,-0.466658205,-0.61485678,-0.710930884,-1.922267437,-1.778556943,0.348977536
Eprotirome,0.334702432,0.215548769,0.181568205,0.137893885,0.434482038,-0.165404409,0.288634926,0.959079921,1.267835975,0.138310224,0.742413878,0.253801346,0.050106503,0.132645458,0.488916785,-0.169798151,0.600907803,0.458510101,0.86014384,0.465645015,0.57030344,0.738541126,0.582350314,0.008378122,0.237688228,0.984931946,0.198967174,-0.467918545,-0.117515504,-0.262867212,0.050607916,0.328152806,-0.139151081
2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide,-0.184657782,-0.997255385,-0.070331492,-0.265327036,0.029156793,-0.536668777,-0.422385871,0.177695408,-0.547036946,-0.620853364,-0.047748175,-0.304207802,-0.684111118,-0.400068909,-0.051483363,-0.494181424,0.078265466,0.275031149,-0.213307858,-0.070580497,-0.48960939,-0.339548886,-0.468829751,-1.114080906,-0.313976169,0.689424634,-0.485295743,-0.467994779,-0.161037892,-0.342242837,-0.044163119,0.060026806,-0.977645695
Butyl alcohol,-2.031928778,-1.220523,-1.501664519,-1.636841536,-2.244748116,-1.422113538,-1.773734331,-1.760627627,-1.000473142,-1.191961169,-2.582098007,-1.280882955,-1.45911181,-1.322115183,-1.701421976,-1.072100163,-2.419533968,-1.918244004,-2.394245625,-1.881033897,-1.462332845,-1.644630909,-2.263595819,-0.94738698,-1.576482534,-2.234152794,-1.214456201,-0.468213081,-1.400115371,-0.719089985,-2.25751996,-1.882371187,-0.352617055
"1-[(2,6-difluorophenyl)sulfonyl]-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine",0.448516279,0.098712943,0.459984124,0.136550575,0.41777423,0.016070193,0.334779114,0.476165354,0.75252825,-0.022307938,0.628368735,0.176145747,0.097784512,0.006138972,0.228863135,-0.222130105,0.613432527,0.538031518,0.685633361,0.517361701,0.192346141,0.292540222,0.484301031,-0.178770989,0.147947833,0.971861303,-0.054392107,-0.468343586,0.251212686,0.228751019,0.469210446,0.166186646,-0.137784764
"4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL",0.281278908,-0.19999218,0.177612796,-0.15692997,0.096315302,-0.211149439,-0.024743149,0.660748184,1.406400323,-0.339126915,-0.258299649,0.3261365,-0.057137709,-0.052687332,0.165739149,0.090106376,-0.184798807,-0.231196031,0.297855586,-0.017300805,0.142002463,-0.066236921,0.120644957,0.176572919,-0.265825421,0.153987229,-0.146409377,-0.468361497,-0.093738928,0.179647341,0.111088194,-0.11589361,0.000205131
Didecyldimethylammonium,-1.288097501,-1.213686466,-0.456214339,-0.237818971,-1.173719406,-0.838074684,-0.307918102,-1.485194802,-1.009350657,-0.254438758,-0.345479041,-1.194585919,-1.262462854,-0.995761812,-1.085918546,-0.778990328,-1.511692882,0.271330267,-1.332775831,0.070531122,-1.459906101,-1.180418968,-1.432715893,-0.713446319,-0.865723312,0.683490634,-1.435962319,-0.469186693,-0.54424715,-0.583195448,-0.695360124,-1.2911731,-0.692974925
11-MERCAPTOUNDECANOIC ACID,-1.483634949,-1.183934093,-1.177635312,-1.60708189,-2.087805986,-0.953048468,-1.556959748,-2.044283152,-2.061831951,-1.443393826,-1.709067464,-1.844360828,-1.347418427,-1.996151567,-1.76345849,-1.977395773,-1.031578898,-0.534295559,-2.163640261,-1.66387248,-1.681927085,-2.02862215,-2.070288658,-1.648275018,-1.816167951,-1.403462648,-1.723993897,-0.470036477,-0.01490499,-0.580167532,-1.417817235,-1.778568506,-0.772681355
Monopotassium phosphate,-1.650685549,-1.097741485,-0.781893194,-1.470873713,-1.580868006,-0.367922574,-2.071342707,-2.107147455,-6.57320261,-2.024269581,-2.65956068,-2.30725503,-0.961356461,-1.372427464,-0.91439116,-1.007531762,-1.480587721,-1.673213959,-3.711246014,-2.282246351,-1.112722039,-2.967443228,-2.900562286,-1.93283236,-2.716378212,-2.317510366,-1.389452934,-0.470560908,-1.519146085,-3.271363974,-2.43322134,-1.729674816,-0.971729577
(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID,-2.021279097,-1.481235027,-1.624138951,-2.050148249,-1.728572726,-1.174343705,-2.119675875,-2.958268881,-2.952413797,-2.349889278,-1.878806829,-2.36126709,-0.930750728,-1.96549046,-1.568011403,-1.886223555,-0.643525898,-1.701921582,-1.341161728,-2.222892761,-1.580885291,-1.803334713,-1.425719023,-1.517941475,-1.289156318,-1.473522902,-1.313720703,-0.470728546,-0.622540653,-1.813106418,-1.276635051,-0.597379327,-1.134855747
BTA9881,0.124993958,-0.184010193,0.157655567,0.056033667,-0.06760402,-0.385608256,-0.002944224,0.300898671,1.207551956,-0.115725532,0.534547687,-0.079935342,-0.074022293,0.138083965,0.33263132,-0.472474307,0.498472184,0.757950127,0.76607728,0.302872062,0.20626922,0.855471313,0.507021785,0.161504105,0.378830791,0.573138893,0.08472079,-0.470980078,0.227695808,-0.071657524,0.174092174,0.681519806,-0.332264602
Flavone,-0.250835299,-0.228525728,-0.270160586,-0.37019977,0.6134004,-0.334458441,-0.148686409,0.514906228,0.763309658,0.074009709,0.336513996,0.26559642,-0.172191948,-0.21204479,-0.304433733,0.61554718,-0.625895917,-0.986111701,0.575106144,0.150427327,0.272713721,0.064618714,0.405020595,0.016198685,-0.179055303,0.519002259,-0.150543332,-0.471222669,-1.219771862,-0.851826847,-0.460342526,-0.506065488,-0.490009874
N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,-0.048974413,0.102266595,0.331480563,0.233599916,0.135884628,0.104381666,0.472486138,0.667625725,1.183696389,0.047850251,0.431086153,0.044838775,-0.012583834,0.13921763,0.204485908,-0.360335141,0.240574092,0.636925042,0.541706562,-0.02486212,0.358139366,0.516719818,0.597562551,-0.043745585,0.274473339,0.931719601,0.065683469,-0.471664995,0.095990941,0.010109684,0.108028598,0.209966794,-0.117863573
Propanoic acid,-1.401076436,-1.172418475,-0.820951045,-1.388004541,-2.48106432,-1.284439325,-1.570469618,-1.985426426,-2.079670429,-1.411162376,-1.822755456,-1.697053552,-1.318408489,-1.892083883,-1.202764273,-2.129262924,-1.257009387,0.04448406,-2.660057545,-1.095192671,-1.686086774,-1.9967134,-2.614416361,-1.470016003,-1.911246777,-1.183474898,-1.629849792,-0.471833289,0.100542828,-0.645497143,-1.581967831,-1.780028105,-0.536267281
4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE,-2.410269976,-1.95240283,-2.193376303,-2.600144863,-2.589648724,-1.78464818,-2.239544868,-3.29703474,-0.930109739,-2.901070833,-3.131914377,-2.80692029,-1.700199127,-2.220822811,-2.464007854,-1.698456526,-2.057533741,-2.722368002,-2.501150608,-3.325158834,-2.966685057,-3.05540967,-2.489910126,-1.138168573,-2.09940505,-2.499823332,-2.16899538,-0.47311756,-1.1378088,-1.589682937,-1.937344432,-1.743974447,-0.794486344
